week,players,log_players
2019-10-07,213681,12.272239527668063
2019-10-14,213681,12.272239527668063
2019-10-21,213681,12.272239527668063
2019-10-28,213681,12.272239527668063
2019-11-04,213681,12.272239527668063
2019-11-11,213681,12.272239527668063
2019-11-18,213681,12.272239527668063
2019-11-25,213681,12.272239527668063
2019-12-02,213681,12.272239527668063
2019-12-09,213681,12.272239527668063
2019-12-16,213681,12.272239527668063
2019-12-23,213681,12.272239527668063
2019-12-30,213681,12.272239527668063
2020-01-06,213681,12.272239527668063
2020-01-13,213681,12.272239527668063
2020-01-20,213681,12.272239527668063
2020-01-27,213681,12.272239527668063
2020-02-03,213681,12.272239527668063
2020-02-10,213681,12.272239527668063
2020-02-17,213681,12.272239527668063
2020-02-24,213681,12.272239527668063
2020-03-02,213681,12.272239527668063
2020-03-09,213681,12.272239527668063
2020-03-16,213681,12.272239527668063
2020-03-23,213681,12.272239527668063
2020-03-30,213681,12.272239527668063
2020-04-06,213681,12.272239527668063
2020-04-13,213681,12.272239527668063
2020-04-20,213681,12.272239527668063
2020-04-27,213681,12.272239527668063
2020-05-04,213681,12.272239527668063
2020-05-11,213681,12.272239527668063
2020-05-18,213681,12.272239527668063
2020-05-25,213681,12.272239527668063
2020-06-01,213681,12.272239527668063
2020-06-08,211337,12.26120929475847
2020-06-15,208993,12.250056037563084
2020-06-22,206649,12.238776980828243
2020-06-29,204305,12.227369254319255
2020-07-06,201961,12.215829888436133
2020-07-13,199617,12.204155809573395
2020-07-20,197273,12.192343835205795
2020-07-27,194929,12.18039066868035
2020-08-03,192585,12.168292893693295
2020-08-10,190241,12.156046968428877
2020-08-17,187897,12.14364921933477
2020-08-24,185553,12.131095834506787
2020-08-31,183209,12.118382856653048
2020-09-07,180865,12.105506175605138
2020-09-14,178521,12.092461520340782
2020-09-21,176177,12.079244450479303
2020-09-28,173833,12.065850347207475
2020-10-05,171488,12.052268572294576
2020-10-12,169144,12.038505702104704
2020-10-19,166800,12.024550768906783
2020-10-26,164456,12.010398336205508
2020-11-02,162112,11.996042733361348
