week,neg_sentiment,pos_sentiment,n_posts
2020-01-06,0.11929995816483056,0.8807000418351695,3585.5
2020-01-13,0.11929995816483056,0.8807000418351695,3585.5
2020-01-20,0.11929995816483056,0.8807000418351695,3585.5
2020-01-27,0.11929995816483056,0.8807000418351695,3585.5
2020-02-03,0.14868922977031085,0.8513107702296892,3080.25
2020-02-10,0.14868922977031085,0.8513107702296892,3080.25
2020-02-17,0.14868922977031085,0.8513107702296892,3080.25
2020-02-24,0.14868922977031085,0.8513107702296892,3080.25
2020-03-02,0.2035027715532492,0.7964972284467507,3391.6000000000004
2020-03-09,0.2035027715532492,0.7964972284467507,3391.6000000000004
2020-03-16,0.2035027715532492,0.7964972284467507,3391.6000000000004
2020-03-23,0.2035027715532492,0.7964972284467507,3391.6000000000004
2020-03-30,0.2035027715532492,0.7964972284467507,3391.6000000000004
2020-04-06,0.1793197936814958,0.8206802063185042,3102.0
2020-04-13,0.1793197936814958,0.8206802063185042,3102.0
2020-04-20,0.1793197936814958,0.8206802063185042,3102.0
2020-04-27,0.1793197936814958,0.8206802063185042,3102.0
2020-05-04,0.1773703211096333,0.8226296788903668,2631.5
2020-05-11,0.1773703211096333,0.8226296788903668,2631.5
2020-05-18,0.1773703211096333,0.8226296788903668,2631.5
2020-05-25,0.1773703211096333,0.8226296788903668,2631.5
2020-06-01,0.14935490924994532,0.8506450907500546,2743.8
2020-06-08,0.14935490924994532,0.8506450907500546,2743.8
2020-06-15,0.14935490924994532,0.8506450907500546,2743.8
2020-06-22,0.14935490924994532,0.8506450907500546,2743.8
2020-06-29,0.14935490924994532,0.8506450907500546,2743.8
2020-07-06,0.13230066023362114,0.8676993397663789,2953.5
2020-07-13,0.13230066023362114,0.8676993397663789,2953.5
2020-07-20,0.13230066023362114,0.8676993397663789,2953.5
2020-07-27,0.13230066023362114,0.8676993397663789,2953.5
2020-08-03,0.14521603522612606,0.854783964773874,2180.2
2020-08-10,0.14521603522612606,0.854783964773874,2180.2
2020-08-17,0.14521603522612606,0.854783964773874,2180.2
2020-08-24,0.14521603522612606,0.854783964773874,2180.2
2020-08-31,0.14521603522612606,0.854783964773874,2180.2
2020-09-07,0.13318191203799298,0.866818087962007,2421.5
2020-09-14,0.13318191203799298,0.866818087962007,2421.5
2020-09-21,0.13318191203799298,0.866818087962007,2421.5
2020-09-28,0.13318191203799298,0.866818087962007,2421.5
2020-10-05,0.12477299433821173,0.8752270056617882,2340.25
2020-10-12,0.12477299433821173,0.8752270056617882,2340.25
2020-10-19,0.12477299433821173,0.8752270056617882,2340.25
2020-10-26,0.12477299433821173,0.8752270056617882,2340.25
2020-11-02,0.1698073525700345,0.8301926474299655,4754.8
2020-11-09,0.1698073525700345,0.8301926474299655,4754.8
2020-11-16,0.1698073525700345,0.8301926474299655,4754.8
2020-11-23,0.1698073525700345,0.8301926474299655,4754.8
2020-11-30,0.1698073525700345,0.8301926474299655,4754.8
2020-12-07,0.17083659108678656,0.8291634089132135,3197.5
2020-12-14,0.17083659108678656,0.8291634089132135,3197.5
2020-12-21,0.17083659108678656,0.8291634089132135,3197.5
2020-12-28,0.17083659108678656,0.8291634089132135,3197.5
2021-01-04,0.2315146408257847,0.7684853591742153,2373.5
2021-01-11,0.2315146408257847,0.7684853591742153,2373.5
2021-01-18,0.2315146408257847,0.7684853591742153,2373.5
2021-01-25,0.2315146408257847,0.7684853591742153,2373.5
2021-02-01,0.23714120593334617,0.7628587940666538,2595.5
2021-02-08,0.23714120593334617,0.7628587940666538,2595.5
2021-02-15,0.23714120593334617,0.7628587940666538,2595.5
2021-02-22,0.23714120593334617,0.7628587940666538,2595.5
2021-03-01,0.1789646287186695,0.8210353712813305,1707.6
2021-03-08,0.1789646287186695,0.8210353712813305,1707.6
2021-03-15,0.1789646287186695,0.8210353712813305,1707.6
2021-03-22,0.1789646287186695,0.8210353712813305,1707.6
2021-03-29,0.1789646287186695,0.8210353712813305,1707.6
2021-04-05,0.1934796238244514,0.8065203761755486,1993.75
2021-04-12,0.1934796238244514,0.8065203761755486,1993.75
2021-04-19,0.1934796238244514,0.8065203761755486,1993.75
2021-04-26,0.1934796238244514,0.8065203761755486,1993.75
2021-05-03,0.20736710667142347,0.7926328933285766,2242.4
2021-05-10,0.20736710667142347,0.7926328933285766,2242.4
2021-05-17,0.20736710667142347,0.7926328933285766,2242.4
2021-05-24,0.20736710667142347,0.7926328933285766,2242.4
2021-05-31,0.20736710667142347,0.7926328933285766,2242.4
2021-06-07,0.19497716894977168,0.8050228310502283,2190.0
2021-06-14,0.19497716894977168,0.8050228310502283,2190.0
2021-06-21,0.19497716894977168,0.8050228310502283,2190.0
2021-06-28,0.19497716894977168,0.8050228310502283,2190.0
2021-07-05,0.19191011235955055,0.8080898876404494,2225.0
2021-07-12,0.19191011235955055,0.8080898876404494,2225.0
2021-07-19,0.19191011235955055,0.8080898876404494,2225.0
2021-07-26,0.19191011235955055,0.8080898876404494,2225.0
2021-08-02,0.20358814352574103,0.7964118564742589,2307.6
2021-08-09,0.20358814352574103,0.7964118564742589,2307.6
2021-08-16,0.20358814352574103,0.7964118564742589,2307.6
2021-08-23,0.20358814352574103,0.7964118564742589,2307.6
2021-08-30,0.20358814352574103,0.7964118564742589,2307.6
2021-09-06,0.18168180681723478,0.8183181931827652,2999.75
2021-09-13,0.18168180681723478,0.8183181931827652,2999.75
2021-09-20,0.18168180681723478,0.8183181931827652,2999.75
2021-09-27,0.18168180681723478,0.8183181931827652,2999.75
2021-10-04,0.21147854055683987,0.7885214594431601,2487.25
2021-10-11,0.21147854055683987,0.7885214594431601,2487.25
2021-10-18,0.21147854055683987,0.7885214594431601,2487.25
2021-10-25,0.21147854055683987,0.7885214594431601,2487.25
2021-11-01,0.17501808038020458,0.8249819196197955,1935.8
2021-11-08,0.17501808038020458,0.8249819196197955,1935.8
2021-11-15,0.17501808038020458,0.8249819196197955,1935.8
2021-11-22,0.17501808038020458,0.8249819196197955,1935.8
2021-11-29,0.17501808038020458,0.8249819196197955,1935.8
2021-12-06,0.1943088586561429,0.8056911413438571,2407.25
2021-12-13,0.1943088586561429,0.8056911413438571,2407.25
2021-12-20,0.1943088586561429,0.8056911413438571,2407.25
2021-12-27,0.1943088586561429,0.8056911413438571,2407.25
2022-01-03,0.1908972998467162,0.8091027001532839,1696.2
2022-01-10,0.1908972998467162,0.8091027001532839,1696.2
2022-01-17,0.1908972998467162,0.8091027001532839,1696.2
2022-01-24,0.1908972998467162,0.8091027001532839,1696.2
2022-01-31,0.1908972998467162,0.8091027001532839,1696.2
2022-02-07,0.1864073652632668,0.8135926347367333,2416.75
2022-02-14,0.1864073652632668,0.8135926347367333,2416.75
2022-02-21,0.1864073652632668,0.8135926347367333,2416.75
2022-02-28,0.1864073652632668,0.8135926347367333,2416.75
2022-03-07,0.21798577145397954,0.7820142285460204,2249.0
2022-03-14,0.21798577145397954,0.7820142285460204,2249.0
2022-03-21,0.21798577145397954,0.7820142285460204,2249.0
2022-03-28,0.21798577145397954,0.7820142285460204,2249.0
2022-04-04,0.2312688821752266,0.7687311178247734,1655.0
2022-04-11,0.2312688821752266,0.7687311178247734,1655.0
2022-04-18,0.2312688821752266,0.7687311178247734,1655.0
2022-04-25,0.2312688821752266,0.7687311178247734,1655.0
2022-05-02,0.2549958937859294,0.7450041062140706,1461.1999999999998
2022-05-09,0.2549958937859294,0.7450041062140706,1461.1999999999998
2022-05-16,0.2549958937859294,0.7450041062140706,1461.1999999999998
2022-05-23,0.2549958937859294,0.7450041062140706,1461.1999999999998
2022-05-30,0.2549958937859294,0.7450041062140706,1461.1999999999998
2022-06-06,0.23504595449751395,0.764954045502486,1659.25
2022-06-13,0.23504595449751395,0.764954045502486,1659.25
2022-06-20,0.23504595449751395,0.764954045502486,1659.25
