week,neg_sentiment,pos_sentiment,n_posts
2020-01-06,0.04478323010957599,0.955216769890424,1574.25
2020-01-13,0.04478323010957599,0.955216769890424,1574.25
2020-01-20,0.04478323010957599,0.955216769890424,1574.25
2020-01-27,0.04478323010957599,0.955216769890424,1574.25
2020-02-03,0.0760381593714927,0.9239618406285073,891.0
2020-02-10,0.0760381593714927,0.9239618406285073,891.0
2020-02-17,0.0760381593714927,0.9239618406285073,891.0
2020-02-24,0.0760381593714927,0.9239618406285073,891.0
2020-03-02,0.07240244475787494,0.9275975552421251,850.8000000000001
2020-03-09,0.07240244475787494,0.9275975552421251,850.8000000000001
2020-03-16,0.07240244475787494,0.9275975552421251,850.8000000000001
2020-03-23,0.07240244475787494,0.9275975552421251,850.8000000000001
2020-03-30,0.07240244475787494,0.9275975552421251,850.8000000000001
2020-04-06,0.06698795180722891,0.9330120481927711,1037.5
2020-04-13,0.06698795180722891,0.9330120481927711,1037.5
2020-04-20,0.06698795180722891,0.9330120481927711,1037.5
2020-04-27,0.06698795180722891,0.9330120481927711,1037.5
2020-05-04,0.06578087562622523,0.9342191243737747,1147.75
2020-05-11,0.06578087562622523,0.9342191243737747,1147.75
2020-05-18,0.06578087562622523,0.9342191243737747,1147.75
2020-05-25,0.06578087562622523,0.9342191243737747,1147.75
2020-06-01,0.05915178571428571,0.9408482142857143,896.0
2020-06-08,0.05915178571428571,0.9408482142857143,896.0
2020-06-15,0.05915178571428571,0.9408482142857143,896.0
2020-06-22,0.05915178571428571,0.9408482142857143,896.0
2020-06-29,0.05915178571428571,0.9408482142857143,896.0
2020-07-06,0.05696063338464922,0.9430393666153508,2273.5
2020-07-13,0.05696063338464922,0.9430393666153508,2273.5
2020-07-20,0.05696063338464922,0.9430393666153508,2273.5
2020-07-27,0.05696063338464922,0.9430393666153508,2273.5
2020-08-03,0.06145833333333333,0.9385416666666667,960.0
2020-08-10,0.06145833333333333,0.9385416666666667,960.0
2020-08-17,0.06145833333333333,0.9385416666666667,960.0
2020-08-24,0.06145833333333333,0.9385416666666667,960.0
2020-08-31,0.06145833333333333,0.9385416666666667,960.0
2020-09-07,0.05268109125117592,0.9473189087488241,797.25
2020-09-14,0.05268109125117592,0.9473189087488241,797.25
2020-09-21,0.05268109125117592,0.9473189087488241,797.25
2020-09-28,0.05268109125117592,0.9473189087488241,797.25
2020-10-05,0.05782652043868395,0.942173479561316,752.25
2020-10-12,0.05782652043868395,0.942173479561316,752.25
2020-10-19,0.05782652043868395,0.942173479561316,752.25
2020-10-26,0.05782652043868395,0.942173479561316,752.25
2020-11-02,0.04413680781758958,0.9558631921824103,1228.0
2020-11-09,0.04413680781758958,0.9558631921824103,1228.0
2020-11-16,0.04413680781758958,0.9558631921824103,1228.0
2020-11-23,0.04413680781758958,0.9558631921824103,1228.0
2020-11-30,0.04413680781758958,0.9558631921824103,1228.0
2020-12-07,0.05115161791719655,0.9488483820828034,1769.25
2020-12-14,0.05115161791719655,0.9488483820828034,1769.25
2020-12-21,0.05115161791719655,0.9488483820828034,1769.25
2020-12-28,0.05115161791719655,0.9488483820828034,1769.25
2021-01-04,0.04795470302750173,0.9520452969724983,2163.5
