week,players,log_players
2020-01-06,667919,13.41192218768147
2020-01-13,670989,13.416508022376822
2020-01-20,674265,13.421378487695563
2020-01-27,677715,13.42648212456673
2020-02-03,681307,13.431768291184245
2020-02-10,685010,13.437188715677951
2020-02-17,688791,13.442693165808205
2020-02-24,692619,13.448235343435865
2020-03-02,696462,13.453768512206809
2020-03-09,700288,13.459246957983444
2020-03-16,704066,13.464627380745922
2020-03-23,707762,13.469863157969936
2020-03-30,711347,13.474915634737181
2020-04-06,714787,13.479739875196598
2020-04-13,718051,13.484295876148474
2020-04-20,721107,13.48854281024922
2020-04-27,723923,13.492440312120749
2020-05-04,726468,13.495949714222661
2020-05-11,728709,13.499029754343734
2020-05-18,730615,13.501641924202913
2020-05-25,732154,13.503746153329812
2020-06-01,733294,13.505301991858317
2020-06-08,734012,13.506280656236855
2020-06-15,734321,13.506701541696163
2020-06-22,734240,13.506591229628661
2020-06-29,733792,13.505980888690715
2020-07-06,732996,13.504895523827978
2020-07-13,731875,13.503365013334118
2020-07-20,730448,13.501413323518715
2020-07-27,728737,13.499068177722718
2020-08-03,726763,13.496355706118033
2020-08-10,724547,13.493301910964497
2020-08-17,722109,13.489931376009297
2020-08-24,719471,13.486271498729366
2020-08-31,716653,13.482347041486463
2020-09-07,713677,13.478185758014208
2020-09-14,710563,13.473812892539083
2020-09-21,707333,13.46925683823431
2020-09-28,704006,13.464542157831135
2020-10-05,700605,13.459699526459994
2020-10-12,697150,13.454755874623167
2020-10-19,693661,13.449738647524846
2020-10-26,690161,13.444680182688787
2020-11-02,686670,13.439609106454803
2020-11-09,683208,13.434554630989814
2020-11-16,679797,13.42954950317175
2020-11-23,676458,13.424625640408467
2020-11-30,673212,13.419815566451861
2020-12-07,670079,13.41515089486402
2020-12-14,667080,13.410665257735516
2020-12-21,664237,13.406394292485873
2020-12-28,661570,13.402371077044416
2021-01-04,659101,13.398632064260113
2021-01-11,656850,13.395210960897654
2021-01-18,654838,13.39214315578244
2021-01-25,653086,13.389464099433765
2021-02-01,651615,13.387209175702893
2021-02-08,650445,13.385412023014228
2021-02-15,649589,13.384095134188694
2021-02-22,649062,13.383283522710432
2021-03-01,648875,13.38299537312953
2021-03-08,649037,13.383245004846998
2021-03-15,649536,13.38401354080849
2021-03-22,650357,13.385276721869035
2021-03-29,651481,13.387003511652857
2021-04-05,652894,13.389170067363775
2021-04-12,654577,13.391744504471042
2021-04-19,656516,13.39470234409594
2021-04-26,658694,13.398014365736532
2021-05-03,661093,13.401649804852362
2021-05-10,663698,13.405582505719803
2021-05-17,666492,13.409783415528114
2021-05-24,669459,13.414225202506993
2021-05-31,672582,13.418879316110399
2021-06-07,675845,13.423719038793315
2021-06-14,679231,13.428716554869398
2021-06-21,682724,13.433845957321935
2021-06-28,686308,13.439081785538681
2021-07-05,689965,13.444396150649222
2021-07-12,693680,13.449766038051042
2021-07-19,697436,13.455166032195391
2021-07-26,701216,13.46057124979513
2021-08-02,705005,13.465960173967838
2021-08-09,708785,13.471307515520863
2021-08-16,712541,13.476592733329007
2021-08-23,716255,13.481791527789513
2021-08-30,719911,13.486882872240644
2021-09-06,723494,13.491847531999246
2021-09-13,726985,13.496661123565522
2021-09-20,730370,13.501306534034914
2021-09-27,733631,13.505761456392534
2021-10-04,736752,13.510006615221299
2021-10-11,739716,13.514021607732724
2021-10-18,742508,13.517788924011722
2021-10-25,745110,13.521287137469072
2021-11-01,747506,13.524497610970617
2021-11-08,749684,13.527407063393332
2021-11-15,751648,13.530023408239563
2021-11-22,753405,13.53235821079889
2021-11-29,754965,13.53442666954072
2021-12-06,756334,13.536238356539052
2021-12-13,757522,13.537807858848215
2021-12-20,758535,13.539144220410817
2021-12-27,759382,13.54026022357556
2022-01-03,760071,13.54116712895167
2022-01-10,760611,13.54187733663835
2022-01-17,761008,13.542399149272141
2022-01-24,761272,13.542745997424449
2022-01-31,761410,13.542927256545365
2022-02-07,761431,13.542954836575062
2022-02-14,761342,13.54283794456279
2022-02-21,761151,13.542587040288021
2022-02-28,760866,13.54221253723933
2022-03-07,760496,13.541726130970085
2022-03-14,760049,13.541138183868386
2022-03-21,759532,13.540457733112621
2022-03-28,758954,13.539696448480539
2022-04-04,758323,13.538864695232611
2022-04-11,757646,13.537971537067762
2022-04-18,756932,13.5370287001153
2022-04-25,756189,13.536046623916878
2022-05-02,755425,13.535035783761845
2022-05-09,754648,13.534006694348854
2022-05-16,753866,13.532969912363338
2022-05-23,753086,13.531934710087942
2022-05-30,752318,13.530914385887092
2022-06-06,751569,13.529918300327568
2022-06-13,750847,13.528957181628646
2022-06-20,750161,13.528043129141567
2022-06-27,749517,13.52718427805542
2022-07-04,748925,13.526394123974313
2022-07-11,748393,13.525683520051317
2022-07-18,747927,13.525060658611164
2022-07-25,747537,13.524539081349737
2022-08-01,747231,13.524129653258855
2022-08-08,747013,13.52383786690864
2022-08-15,746877,13.523655791922694
2022-08-22,746814,13.523571437126371
2022-08-29,746813,13.52357009810398
2022-09-05,746866,13.523641063820204
